id,name,id_2,startDay,startTime,endDay,endTime,able2Hov2,able2Hov3,able3Hov2,able3Hov3,able5Hov2,able5Hov3,able4Hov2,able4Hov3
1030078,York,1031032,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1030080,Brock,1031002,Monday,05:00:00,Wednesday,10:00:00,3,3,-1,-1,3,3,3,3
1030080,Brock,1031006,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030080,Brock,1031008,Thursday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1030080,Brock,1031010,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1030080,Brock,1031012,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1030080,Brock,1031014,Monday,00:00:00,Friday,05:00:00,6,,-1,-1,6,6,6,6
1030080,Brock,1031016,Monday,05:00:00,Friday,10:00:00,,3,-1,-1,3,3,3,3
1030080,Brock,1031018,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030080,Brock,1031020,Tuesday,15:00:00,Saturday,19:00:00,6,6,-1,-1,6,6,6,6
1030080,Brock,1031024,Monday,15:00:00,Friday,19:00:00,,3,-1,-1,3,3,3,3
1030080,Brock,1031026,Monday,19:00:00,Friday,23:59:59,6,,-1,-1,6,6,6,6
1030080,Brock,1031028,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1030080,Brock,1031030,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1030080,Brock,1031032,Monday,05:00:00,Tuesday,10:00:00,3,3,-1,-1,3,3,3,3
1031002,Lake,1031012,Wednesday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031002,Lake,1031014,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1031002,Lake,1031016,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1031002,Lake,1031018,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1031002,Lake,1031020,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1031002,Lake,1031024,Monday,05:00:00,Friday,10:00:00,3,3,-1,-1,3,3,3,3
1031002,Lake,1031026,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031002,Lake,1031028,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1031002,Lake,1031030,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1031002,Lake,1031032,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1031004,Highway,1031006,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1031004,Highway,1031008,Monday,05:00:00,Wednesday,10:00:00,3,3,-1,-1,3,3,3,3
1031004,Highway,1031010,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031006,Taunton,1031008,Thursday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1031006,Taunton,1031010,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1031006,Taunton,1031012,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1031006,Taunton,1031014,Monday,00:00:00,Friday,05:00:00,6,,-1,-1,6,6,6,6
1031006,Taunton,1031016,Monday,05:00:00,Friday,10:00:00,,3,-1,-1,3,3,3,3
1031006,Taunton,1031018,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031006,Taunton,1031020,Tuesday,15:00:00,Saturday,19:00:00,6,6,-1,-1,6,6,6,6
1031006,Taunton,1031024,Monday,15:00:00,Friday,19:00:00,,3,-1,-1,3,3,3,3
1031006,Taunton,1031026,Monday,19:00:00,Friday,23:59:59,6,,-1,-1,6,6,6,6
1031006,Taunton,1031028,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1031006,Taunton,1031030,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1031006,Taunton,1031032,Monday,05:00:00,Tuesday,10:00:00,3,3,-1,-1,3,3,3,3
1031008,Dundas,1031012,Wednesday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031008,Dundas,1031014,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1031008,Dundas,1031016,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1031008,Dundas,1031018,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1031008,Dundas,1031020,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1031008,Dundas,1031024,Monday,05:00:00,Friday,10:00:00,3,3,-1,-1,3,3,3,3
1031008,Dundas,1031026,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031008,Dundas,1031028,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1031008,Dundas,1031030,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1031008,Dundas,1031032,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1031010,Highway,1031012,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1031010,Highway,1031014,Monday,05:00:00,Wednesday,10:00:00,3,3,-1,-1,3,3,3,3
1031010,Highway,1031016,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031010,Highway,1031018,Thursday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1031010,Highway,1031020,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1031010,Highway,1031024,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1031010,Highway,1031026,Monday,00:00:00,Friday,05:00:00,6,,-1,-1,6,6,6,6
1031010,Highway,1031028,Monday,05:00:00,Friday,10:00:00,,3,-1,-1,3,3,3,3
1031010,Highway,1031030,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031010,Highway,1031032,Tuesday,15:00:00,Saturday,19:00:00,6,6,-1,-1,6,6,6,6
1031012,Baldwin,1031014,Monday,15:00:00,Friday,19:00:00,,3,-1,-1,3,3,3,3
1031012,Baldwin,1031016,Monday,19:00:00,Friday,23:59:59,6,,-1,-1,6,6,6,6
1031012,Baldwin,1031018,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1031012,Baldwin,1031020,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1031012,Baldwin,1031024,Monday,05:00:00,Tuesday,10:00:00,3,3,-1,-1,3,3,3,3
1031012,Baldwin,1031026,Wednesday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031012,Baldwin,1031028,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1031012,Baldwin,1031030,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1031012,Baldwin,1031032,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1031014,Thickson,1031016,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1031014,Thickson,1031018,Monday,05:00:00,Friday,10:00:00,3,3,-1,-1,3,3,3,3
1031014,Thickson,1031020,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031014,Thickson,1031024,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1031014,Thickson,1031026,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1031014,Thickson,1031028,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1031014,Thickson,1031030,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1031014,Thickson,1031032,Monday,05:00:00,Wednesday,10:00:00,3,3,-1,-1,3,3,3,3
1031016,Simcoe,1031018,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031016,Simcoe,1031020,Thursday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1031016,Simcoe,1031024,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1031016,Simcoe,1031026,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1031016,Simcoe,1031028,Monday,00:00:00,Friday,05:00:00,6,,-1,-1,6,6,6,6
1031016,Simcoe,1031030,Monday,05:00:00,Friday,10:00:00,,3,-1,-1,3,3,3,3
1031016,Simcoe,1031032,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031018,Harmony,1031020,Tuesday,15:00:00,Saturday,19:00:00,6,6,-1,-1,6,6,6,6
1031018,Harmony,1031024,Monday,15:00:00,Friday,19:00:00,,3,-1,-1,3,3,3,3
1031018,Harmony,1031026,Monday,19:00:00,Friday,23:59:59,6,,-1,-1,6,6,6,6
1031018,Harmony,1031028,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1031018,Harmony,1031030,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1031018,Harmony,1031032,Monday,05:00:00,Tuesday,10:00:00,3,3,-1,-1,3,3,3,3
1031020,Enfield,1031024,Wednesday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031020,Enfield,1031026,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1031020,Enfield,1031028,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1031020,Enfield,1031030,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1031020,Enfield,1031032,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1031022,Taunton,1031024,Monday,05:00:00,Friday,10:00:00,3,3,-1,-1,3,3,3,3
1031022,Taunton,1031026,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031024,Highway,1031026,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1031024,Highway,1031028,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1031024,Highway,1031030,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1031024,Highway,1031032,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1031026,Highway,1031028,Monday,05:00:00,Wednesday,10:00:00,3,3,-1,-1,3,3,3,3
1031026,Highway,1031030,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031026,Highway,1031032,Thursday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1031028,57/Bowmanville,1031030,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1031028,57/Bowmanville,1031032,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1031030,Darlington-Clarke,1031032,Monday,00:00:00,Friday,05:00:00,6,,-1,-1,6,6,6,6
1030000,QEW,-1,Monday,05:00:00,Friday,10:00:00,,3,-1,-1,3,3,3,3
1030002,Dundas,-1,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030004,Appleby,-1,Tuesday,15:00:00,Saturday,19:00:00,6,6,-1,-1,6,6,6,6
1030006,Bronte,-1,Monday,15:00:00,Friday,19:00:00,,3,-1,-1,3,3,3,3
1030008,Neyagawa,-1,Monday,19:00:00,Friday,23:59:59,6,,-1,-1,6,6,6,6
1030010,Trafalgar,-1,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1030012,Highway,-1,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1030014,Britannia,-1,Monday,05:00:00,Tuesday,10:00:00,3,3,-1,-1,3,3,3,3
1030016,Derry,-1,Wednesday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030018,Highway,-1,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1030020,Mississauga,-1,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1030022,Mavis,-1,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1030024,Hurontario,-1,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1030026,Highway,-1,Monday,05:00:00,Friday,10:00:00,3,3,-1,-1,3,3,3,3
1030028,Dixie,-1,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030030,Bramalea,-1,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1030032,Airport,-1,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1030034,Goreway,-1,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1030036,Highway,-1,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1030040,Highway,-1,Monday,05:00:00,Wednesday,10:00:00,3,3,-1,-1,3,3,3,3
1030042,Pine,-1,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030044,Weston,-1,Thursday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1030046,Highway,-1,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1030048,Jane,-1,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1030050,Keele,-1,Monday,00:00:00,Friday,05:00:00,6,,-1,-1,6,6,6,6
1030052,Dufferin,-1,Monday,05:00:00,Friday,10:00:00,,3,-1,-1,3,3,3,3
1030054,Bathurst,-1,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030056,Yonge,-1,Tuesday,15:00:00,Saturday,19:00:00,6,6,-1,-1,6,6,6,6
1030058,Bayview,-1,Monday,15:00:00,Friday,19:00:00,,3,-1,-1,3,3,3,3
1030060,Leslie,-1,Monday,19:00:00,Friday,23:59:59,6,,-1,-1,6,6,6,6
1030062,Highway,-1,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1030064,Woodbine,-1,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1030066,Warden,-1,Monday,05:00:00,Tuesday,10:00:00,3,3,-1,-1,3,3,3,3
1030068,Kennedy,-1,Wednesday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030070,McCowan,-1,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1030072,Markham,-1,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1030074,Ninth,-1,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1030076,Donald,-1,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1030078,York,-1,Monday,05:00:00,Friday,10:00:00,3,3,-1,-1,3,3,3,3
1030080,Brock,-1,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031002,Lake,-1,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1031004,Highway,-1,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1031006,Taunton,-1,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1031008,Dundas,-1,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1031010,Highway,-1,Monday,05:00:00,Wednesday,10:00:00,3,3,-1,-1,3,3,3,3
1031012,Baldwin,-1,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031014,Thickson,-1,Thursday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1031016,Simcoe,-1,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1031018,Harmony,-1,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1031020,Enfield,-1,Monday,00:00:00,Friday,05:00:00,6,,-1,-1,6,6,6,6
1031022,Taunton,-1,Monday,05:00:00,Friday,10:00:00,,3,-1,-1,3,3,3,3
1031024,Highway,-1,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031026,Highway,-1,Tuesday,15:00:00,Saturday,19:00:00,6,6,-1,-1,6,6,6,6
1031028,57/Bowmanville,-1,Monday,15:00:00,Friday,19:00:00,,3,-1,-1,3,3,3,3
1031030,Darlington-Clarke,-1,Monday,19:00:00,Friday,23:59:59,6,,-1,-1,6,6,6,6
1031032,Highway,-1,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1030002,Dundas,1030000,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1030004,Appleby,1030000,Monday,05:00:00,Tuesday,10:00:00,3,3,-1,-1,3,3,3,3
1030006,Bronte,1030000,Wednesday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030008,Neyagawa,1030000,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1030010,Trafalgar,1030000,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1030012,Highway,1030000,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1030014,Britannia,1030000,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1030016,Derry,1030000,Monday,05:00:00,Friday,10:00:00,3,3,-1,-1,3,3,3,3
1030018,Highway,1030000,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030020,Mississauga,1030000,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1030022,Mavis,1030000,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1030024,Hurontario,1030000,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1030026,Highway,1030000,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1030028,Dixie,1030000,Monday,05:00:00,Wednesday,10:00:00,3,3,-1,-1,3,3,3,3
1030032,Airport,1030000,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030036,Highway,1030000,Thursday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1030040,Highway,1030000,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1030042,Pine,1030000,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1030044,Weston,1030000,Monday,00:00:00,Friday,05:00:00,6,,-1,-1,6,6,6,6
1030046,Highway,1030000,Monday,05:00:00,Friday,10:00:00,,3,-1,-1,3,3,3,3
1030048,Jane,1030000,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030050,Keele,1030000,Tuesday,15:00:00,Saturday,19:00:00,6,6,-1,-1,6,6,6,6
1030052,Dufferin,1030000,Monday,15:00:00,Friday,19:00:00,,3,-1,-1,3,3,3,3
1030054,Bathurst,1030000,Monday,19:00:00,Friday,23:59:59,6,,-1,-1,6,6,6,6
1030056,Yonge,1030000,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1030058,Bayview,1030000,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1030060,Leslie,1030000,Monday,05:00:00,Tuesday,10:00:00,3,3,-1,-1,3,3,3,3
1030062,Highway,1030000,Wednesday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030064,Woodbine,1030000,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1030066,Warden,1030000,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1030068,Kennedy,1030000,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1030070,McCowan,1030000,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1030072,Markham,1030000,Monday,05:00:00,Friday,10:00:00,3,3,-1,-1,3,3,3,3
1030074,Ninth,1030000,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030076,Donald,1030000,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1030078,York,1030000,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1030080,Brock,1030000,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1031002,Lake,1030000,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1031006,Taunton,1030000,Monday,05:00:00,Wednesday,10:00:00,3,3,-1,-1,3,3,3,3
1031008,Dundas,1030000,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031010,Highway,1030000,Thursday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1031012,Baldwin,1030000,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1031014,Thickson,1030000,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1031016,Simcoe,1030000,Monday,00:00:00,Friday,05:00:00,6,,-1,-1,6,6,6,6
1031018,Harmony,1030000,Monday,05:00:00,Friday,10:00:00,,3,-1,-1,3,3,3,3
1031020,Enfield,1030000,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031024,Highway,1030000,Tuesday,15:00:00,Saturday,19:00:00,6,6,-1,-1,6,6,6,6
1031026,Highway,1030000,Monday,15:00:00,Friday,19:00:00,,3,-1,-1,3,3,3,3
1031028,57/Bowmanville,1030000,Monday,19:00:00,Friday,23:59:59,6,,-1,-1,6,6,6,6
1031030,Darlington-Clarke,1030000,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1031032,Highway,1030000,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1030004,Appleby,1030002,Monday,05:00:00,Tuesday,10:00:00,3,3,-1,-1,3,3,3,3
1030006,Bronte,1030002,Wednesday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030008,Neyagawa,1030002,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1030010,Trafalgar,1030002,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1030012,Highway,1030002,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1030014,Britannia,1030002,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1030016,Derry,1030002,Monday,05:00:00,Friday,10:00:00,3,3,-1,-1,3,3,3,3
1030018,Highway,1030002,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030020,Mississauga,1030002,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1030022,Mavis,1030002,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1030024,Hurontario,1030002,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1030026,Highway,1030002,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1030028,Dixie,1030002,Monday,05:00:00,Wednesday,10:00:00,3,3,-1,-1,3,3,3,3
1030032,Airport,1030002,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030036,Highway,1030002,Thursday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1030040,Highway,1030002,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1030042,Pine,1030002,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1030044,Weston,1030002,Monday,00:00:00,Friday,05:00:00,6,,-1,-1,6,6,6,6
1030046,Highway,1030002,Monday,05:00:00,Friday,10:00:00,,3,-1,-1,3,3,3,3
1030048,Jane,1030002,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030050,Keele,1030002,Tuesday,15:00:00,Saturday,19:00:00,6,6,-1,-1,6,6,6,6
1030052,Dufferin,1030002,Monday,15:00:00,Friday,19:00:00,,3,-1,-1,3,3,3,3
1030054,Bathurst,1030002,Monday,19:00:00,Friday,23:59:59,6,,-1,-1,6,6,6,6
1030056,Yonge,1030002,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1030058,Bayview,1030002,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1030060,Leslie,1030002,Monday,05:00:00,Tuesday,10:00:00,3,3,-1,-1,3,3,3,3
1030062,Highway,1030002,Wednesday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030064,Woodbine,1030002,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1030066,Warden,1030002,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1030068,Kennedy,1030002,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1030070,McCowan,1030002,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1030072,Markham,1030002,Monday,05:00:00,Friday,10:00:00,3,3,-1,-1,3,3,3,3
1030074,Ninth,1030002,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030076,Donald,1030002,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1030078,York,1030002,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1030080,Brock,1030002,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1031002,Lake,1030002,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1031006,Taunton,1030002,Monday,05:00:00,Wednesday,10:00:00,3,3,-1,-1,3,3,3,3
1031008,Dundas,1030002,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031010,Highway,1030002,Thursday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1031012,Baldwin,1030002,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1031014,Thickson,1030002,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1031016,Simcoe,1030002,Monday,00:00:00,Friday,05:00:00,6,,-1,-1,6,6,6,6
1031018,Harmony,1030002,Monday,05:00:00,Friday,10:00:00,,3,-1,-1,3,3,3,3
1031020,Enfield,1030002,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1031024,Highway,1030002,Tuesday,15:00:00,Saturday,19:00:00,6,6,-1,-1,6,6,6,6
1031026,Highway,1030002,Monday,15:00:00,Friday,19:00:00,,3,-1,-1,3,3,3,3
1031028,57/Bowmanville,1030002,Monday,19:00:00,Friday,23:59:59,6,,-1,-1,6,6,6,6
1031030,Darlington-Clarke,1030002,Saturday,00:00:00,Sunday,23:59:59,6,6,,-1,6,6,6,6
1031032,Highway,1030002,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1030006,Bronte,1030004,Monday,05:00:00,Tuesday,10:00:00,3,3,-1,-1,3,3,3,3
1030008,Neyagawa,1030004,Wednesday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
1030010,Trafalgar,1030004,Monday,15:00:00,Friday,19:00:00,3,3,-1,-1,3,3,3,3
1030012,Highway,1030004,Monday,19:00:00,Friday,23:59:59,6,6,-1,-1,6,6,6,6
1030014,Britannia,1030004,Saturday,00:00:00,Sunday,23:59:59,6,6,-1,-1,6,6,6,6
1030016,Derry,1030004,Monday,00:00:00,Friday,05:00:00,6,6,-1,-1,6,6,6,6
1030018,Highway,1030004,Monday,05:00:00,Friday,10:00:00,3,3,-1,-1,3,3,3,3
1030020,Mississauga,1030004,Monday,10:00:00,Friday,15:00:00,6,6,-1,-1,6,6,6,6
